,K,alpha,k,accuracy,precision,recall
245,5.0,21.0,25.0,0.73,"[0.78571429 0.41666667 1.         1.         0.71428571 0.66666667
 1.         0.88888889 1.         0.64705882]","[1.         1.         0.53846154 1.         0.45454545 0.25
 0.44444444 0.88888889 0.625      1.        ]"
246,5.0,21.0,30.0,0.73,"[0.78571429 0.41666667 1.         0.90909091 0.75       1.
 1.         0.8        1.         0.6875    ]","[1.         1.         0.46153846 1.         0.54545455 0.25
 0.44444444 0.88888889 0.625      1.        ]"
247,5.0,21.0,35.0,0.7,"[0.78571429 0.37037037 1.         1.         0.71428571 1.
 0.8        0.8        1.         0.6875    ]","[1.         1.         0.46153846 0.9        0.45454545 0.125
 0.44444444 0.88888889 0.625      1.        ]"
248,5.0,21.0,40.0,0.7,"[0.78571429 0.37037037 1.         1.         0.71428571 1.
 0.8        0.88888889 0.83333333 0.66666667]","[1.         1.         0.53846154 0.9        0.45454545 0.125
 0.44444444 0.88888889 0.625      0.90909091]"
249,5.0,21.0,45.0,0.69,"[0.78571429 0.35714286 1.         1.         0.71428571 1.
 0.75       0.88888889 1.         0.64705882]","[1.         1.         0.53846154 0.8        0.45454545 0.125
 0.33333333 0.88888889 0.625      1.        ]"
250,5.0,21.0,50.0,0.67,"[0.78571429 0.35714286 1.         0.88888889 0.71428571 1.
 1.         0.875      0.83333333 0.58823529]","[1.         1.         0.53846154 0.8        0.45454545 0.125
 0.33333333 0.77777778 0.625      0.90909091]"
251,5.0,21.0,55.0,0.67,"[0.78571429 0.35714286 1.         1.         0.71428571 1.
 1.         0.77777778 0.83333333 0.58823529]","[1.         1.         0.53846154 0.8        0.45454545 0.125
 0.33333333 0.77777778 0.625      0.90909091]"
252,5.0,21.0,60.0,0.66,"[0.78571429 0.34482759 1.         1.         0.71428571 1.
 1.         0.875      0.71428571 0.58823529]","[1.         1.         0.53846154 0.7        0.45454545 0.125
 0.33333333 0.77777778 0.625      0.90909091]"
253,5.0,21.0,65.0,0.65,"[0.78571429 0.32258065 1.         1.         0.71428571 1.
 1.         0.7        1.         0.625     ]","[1.         1.         0.46153846 0.6        0.45454545 0.125
 0.44444444 0.77777778 0.625      0.90909091]"
254,5.0,21.0,70.0,0.65,"[0.84615385 0.3030303  1.         1.         0.71428571 1.
 1.         0.77777778 1.         0.625     ]","[1.         1.         0.46153846 0.6        0.45454545 0.125
 0.44444444 0.77777778 0.625      0.90909091]"
255,5.0,21.0,75.0,0.64,"[0.78571429 0.3125     1.         0.85714286 0.71428571 0.
 1.         0.85714286 1.         0.61111111]","[1.         1.         0.46153846 0.6        0.45454545 0.
 0.44444444 0.66666667 0.625      1.        ]"
256,5.0,21.0,80.0,0.64,"[0.78571429 0.3125     1.         0.85714286 0.71428571 0.
 1.         0.85714286 1.         0.61111111]","[1.         1.         0.46153846 0.6        0.45454545 0.
 0.44444444 0.66666667 0.625      1.        ]"
257,5.0,21.0,85.0,0.63,"[0.78571429 0.3125     1.         0.85714286 0.71428571 0.
 1.         0.83333333 1.         0.57894737]","[1.         1.         0.46153846 0.6        0.45454545 0.
 0.44444444 0.55555556 0.625      1.        ]"
258,5.0,21.0,90.0,0.65,"[0.84615385 0.3030303  1.         0.85714286 0.71428571 0.
 1.         1.         1.         0.61111111]","[1.         1.         0.53846154 0.6        0.45454545 0.
 0.44444444 0.66666667 0.625      1.        ]"
259,5.0,21.0,95.0,0.62,"[0.84615385 0.29411765 1.         0.85714286 0.71428571 0.
 1.         0.83333333 1.         0.57894737]","[1.         1.         0.46153846 0.6        0.45454545 0.
 0.44444444 0.55555556 0.5        1.        ]"
260,5.0,21.0,100.0,0.61,"[0.84615385 0.29411765 1.         0.85714286 0.71428571 0.
 1.         0.83333333 1.         0.55      ]","[1.         1.         0.46153846 0.6        0.45454545 0.
 0.33333333 0.55555556 0.5        1.        ]"
261,5.0,21.0,105.0,0.62,"[0.84615385 0.29411765 1.         0.85714286 0.71428571 0.
 1.         1.         1.         0.55      ]","[1.         1.         0.53846154 0.6        0.45454545 0.
 0.33333333 0.55555556 0.5        1.        ]"
262,5.0,21.0,110.0,0.61,"[0.84615385 0.29411765 1.         0.85714286 0.71428571 0.
 1.         1.         1.         0.52380952]","[1.         1.         0.46153846 0.6        0.45454545 0.
 0.33333333 0.55555556 0.5        1.        ]"
263,5.0,21.0,115.0,0.61,"[0.84615385 0.29411765 1.         0.85714286 0.71428571 0.
 1.         1.         1.         0.52380952]","[1.         1.         0.53846154 0.6        0.45454545 0.
 0.33333333 0.55555556 0.375      1.        ]"
264,5.0,21.0,120.0,0.56,"[0.78571429 0.27777778 1.         0.83333333 0.71428571 0.
 1.         1.         1.         0.47826087]","[1.         1.         0.30769231 0.5        0.45454545 0.
 0.22222222 0.55555556 0.375      1.        ]"
265,5.0,21.0,125.0,0.54,"[0.78571429 0.27027027 1.         0.83333333 0.71428571 0.
 1.         1.         1.         0.45833333]","[1.         1.         0.30769231 0.5        0.45454545 0.
 0.22222222 0.44444444 0.25       1.        ]"
266,5.0,21.0,130.0,0.52,"[0.78571429 0.26315789 1.         0.8        0.71428571 0.
 1.         1.         1.         0.44      ]","[1.         1.         0.30769231 0.4        0.45454545 0.
 0.22222222 0.33333333 0.25       1.        ]"
267,5.0,21.0,135.0,0.5,"[0.78571429 0.25       1.         0.8        0.71428571 0.
 1.         1.         1.         0.44      ]","[1.         1.         0.23076923 0.4        0.45454545 0.
 0.22222222 0.33333333 0.125      1.        ]"
268,5.0,21.0,140.0,0.49,"[0.78571429 0.24390244 1.         0.8        0.71428571 0.
 1.         1.         1.         0.41666667]","[1.         1.         0.23076923 0.4        0.45454545 0.
 0.22222222 0.33333333 0.125      0.90909091]"
269,5.0,21.0,145.0,0.49,"[0.84615385 0.24390244 1.         0.8        0.71428571 0.
 1.         1.         0.         0.4       ]","[1.         1.         0.30769231 0.4        0.45454545 0.
 0.22222222 0.33333333 0.         0.90909091]"
270,5.0,21.0,150.0,0.49,"[0.84615385 0.24390244 1.         0.8        0.71428571 0.
 1.         1.         0.         0.4       ]","[1.         1.         0.30769231 0.4        0.45454545 0.
 0.22222222 0.33333333 0.         0.90909091]"
271,5.0,21.0,155.0,0.49,"[0.84615385 0.24390244 1.         0.8        0.71428571 0.
 1.         1.         0.         0.4       ]","[1.         1.         0.30769231 0.4        0.45454545 0.
 0.22222222 0.33333333 0.         0.90909091]"
272,5.0,21.0,160.0,0.49,"[0.84615385 0.24390244 1.         0.8        0.71428571 0.
 1.         1.         0.         0.4       ]","[1.         1.         0.30769231 0.4        0.45454545 0.
 0.22222222 0.33333333 0.         0.90909091]"
273,5.0,21.0,165.0,0.49,"[0.84615385 0.24390244 0.8        0.8        0.71428571 0.
 1.         1.         0.         0.41666667]","[1.         1.         0.30769231 0.4        0.45454545 0.
 0.22222222 0.33333333 0.         0.90909091]"
274,5.0,21.0,170.0,0.48,"[0.84615385 0.23809524 1.         0.8        0.83333333 0.
 1.         0.75       0.         0.4       ]","[1.         1.         0.23076923 0.4        0.45454545 0.
 0.22222222 0.33333333 0.         0.90909091]"
275,5.0,21.0,175.0,0.47,"[0.84615385 0.23809524 1.         0.66666667 0.83333333 0.
 1.         1.         0.         0.37037037]","[1.         1.         0.30769231 0.2        0.45454545 0.
 0.22222222 0.33333333 0.         0.90909091]"
276,5.0,21.0,180.0,0.47,"[0.84615385 0.23809524 1.         0.66666667 0.83333333 0.
 1.         1.         0.         0.37037037]","[1.         1.         0.30769231 0.2        0.45454545 0.
 0.22222222 0.33333333 0.         0.90909091]"
277,5.0,21.0,185.0,0.47,"[0.84615385 0.23809524 0.8        0.66666667 0.83333333 0.
 1.         1.         0.         0.38461538]","[1.         1.         0.30769231 0.2        0.45454545 0.
 0.22222222 0.33333333 0.         0.90909091]"
278,5.0,21.0,190.0,0.46,"[0.84615385 0.23809524 0.8        0.66666667 0.71428571 0.
 1.         1.         0.         0.38461538]","[1.         1.         0.30769231 0.2        0.45454545 0.
 0.11111111 0.33333333 0.         0.90909091]"
279,5.0,21.0,195.0,0.45,"[0.84615385 0.22727273 0.83333333 0.66666667 0.71428571 0.
 1.         1.         0.         0.375     ]","[1.         1.         0.38461538 0.2        0.45454545 0.
 0.11111111 0.22222222 0.         0.81818182]"
280,5.0,21.0,200.0,0.45,"[0.91666667 0.22727273 0.83333333 0.66666667 0.71428571 0.
 1.         1.         0.         0.36      ]","[1.         1.         0.38461538 0.2        0.45454545 0.
 0.11111111 0.22222222 0.         0.81818182]"
281,5.0,21.0,205.0,0.43,"[0.91666667 0.22222222 0.83333333 0.66666667 0.71428571 0.
 0.         0.5        0.         0.36      ]","[1.         1.         0.38461538 0.2        0.45454545 0.
 0.         0.11111111 0.         0.81818182]"
282,5.0,21.0,210.0,0.43,"[0.91666667 0.2173913  0.83333333 0.66666667 0.71428571 0.
 0.         1.         0.         0.36      ]","[1.         1.         0.38461538 0.2        0.45454545 0.
 0.         0.11111111 0.         0.81818182]"
283,5.0,21.0,215.0,0.41,"[0.91666667 0.21276596 0.83333333 0.5        0.71428571 0.
 0.         0.         0.         0.34615385]","[1.         1.         0.38461538 0.1        0.45454545 0.
 0.         0.         0.         0.81818182]"
284,5.0,21.0,220.0,0.39,"[0.84615385 0.20833333 0.75       0.5        0.71428571 0.
 0.         0.         0.         0.34615385]","[1.         1.         0.23076923 0.1        0.45454545 0.
 0.         0.         0.         0.81818182]"
285,5.0,21.0,225.0,0.4,"[0.83333333 0.20833333 0.8        0.66666667 0.71428571 0.
 0.         0.         0.         0.36      ]","[0.90909091 1.         0.30769231 0.2        0.45454545 0.
 0.         0.         0.         0.81818182]"
286,5.0,21.0,230.0,0.41,"[0.90909091 0.20833333 0.83333333 0.66666667 0.71428571 0.
 0.         0.         0.         0.36      ]","[0.90909091 1.         0.38461538 0.2        0.45454545 0.
 0.         0.         0.         0.81818182]"
287,5.0,21.0,235.0,0.38,"[0.90909091 0.19607843 0.8        0.5        0.71428571 0.
 0.         0.         0.         0.33333333]","[0.90909091 1.         0.30769231 0.1        0.45454545 0.
 0.         0.         0.         0.72727273]"
288,5.0,21.0,240.0,0.4,"[0.91666667 0.20833333 0.66666667 0.5        0.71428571 0.
 0.         0.         0.         0.36      ]","[1.         1.         0.30769231 0.1        0.45454545 0.
 0.         0.         0.         0.81818182]"
289,5.0,21.0,245.0,0.39,"[0.91666667 0.20408163 0.66666667 0.5        0.71428571 0.
 0.         0.         0.         0.33333333]","[1.         1.         0.30769231 0.1        0.45454545 0.
 0.         0.         0.         0.72727273]"
290,5.0,21.0,250.0,0.41,"[0.91666667 0.21276596 0.75       0.5        0.71428571 0.
 0.         0.         0.         0.33333333]","[1.         1.         0.46153846 0.1        0.45454545 0.
 0.         0.         0.         0.72727273]"
291,5.0,21.0,255.0,0.4,"[0.91666667 0.20833333 0.71428571 0.5        0.71428571 0.
 0.         0.         0.         0.33333333]","[1.         1.         0.38461538 0.1        0.45454545 0.
 0.         0.         0.         0.72727273]"
292,5.0,21.0,260.0,0.41,"[0.91666667 0.21276596 0.75       0.5        0.71428571 0.
 0.         0.         0.         0.33333333]","[1.         1.         0.46153846 0.1        0.45454545 0.
 0.         0.         0.         0.72727273]"
293,5.0,21.0,265.0,0.4,"[0.91666667 0.20833333 0.71428571 0.5        0.71428571 0.
 0.         0.         0.         0.33333333]","[1.         1.         0.38461538 0.1        0.45454545 0.
 0.         0.         0.         0.72727273]"
294,5.0,21.0,270.0,0.38,"[0.90909091 0.2        0.66666667 0.5        0.66666667 0.
 0.         0.         0.         0.31818182]","[0.90909091 1.         0.46153846 0.1        0.36363636 0.
 0.         0.         0.         0.63636364]"
295,5.0,21.0,275.0,0.41,"[0.90909091 0.20833333 0.69230769 1.         0.66666667 0.
 0.         0.         0.         0.33333333]","[0.90909091 1.         0.69230769 0.1        0.36363636 0.
 0.         0.         0.         0.63636364]"
296,5.0,21.0,280.0,0.41,"[0.90909091 0.20408163 0.64285714 1.         0.66666667 0.
 0.         0.         0.         0.36842105]","[0.90909091 1.         0.69230769 0.1        0.36363636 0.
 0.         0.         0.         0.63636364]"
297,5.0,21.0,285.0,0.4,"[0.90909091 0.19565217 0.55555556 1.         0.66666667 0.
 0.         0.         0.         0.33333333]","[0.90909091 0.9        0.76923077 0.1        0.36363636 0.
 0.         0.         0.         0.54545455]"
298,5.0,21.0,290.0,0.42,"[0.90909091 0.21428571 0.52173913 1.         0.66666667 0.
 0.         0.         0.         0.35294118]","[0.90909091 0.9        0.92307692 0.1        0.36363636 0.
 0.         0.         0.         0.54545455]"
299,5.0,21.0,295.0,0.41,"[0.91666667 0.18421053 0.44444444 1.         0.66666667 0.
 0.         0.         0.         0.375     ]","[1.         0.7        0.92307692 0.1        0.36363636 0.
 0.         0.         0.         0.54545455]"
300,5.0,21.0,300.0,0.4,"[0.91666667 0.2        0.36363636 1.         0.66666667 0.
 0.         0.         0.         0.33333333]","[1.         0.6        0.92307692 0.1        0.36363636 0.
 0.         0.         0.         0.54545455]"
301,5.0,21.0,305.0,0.38,"[0.90909091 0.17241379 0.33333333 1.         0.66666667 0.
 0.         0.         0.         0.35294118]","[0.90909091 0.5        0.92307692 0.1        0.36363636 0.
 0.         0.         0.         0.54545455]"
302,5.0,21.0,310.0,0.32,"[0.90909091 0.08       0.27272727 0.         0.6        0.
 0.         0.         0.         0.33333333]","[0.90909091 0.2        0.92307692 0.         0.27272727 0.
 0.         0.         0.         0.45454545]"
303,5.0,21.0,315.0,0.3,"[0.9        0.         0.24489796 0.         0.66666667 0.
 0.         0.         0.         0.35714286]","[0.81818182 0.         0.92307692 0.         0.36363636 0.
 0.         0.         0.         0.45454545]"
304,5.0,21.0,320.0,0.31,"[0.81818182 0.         0.23076923 0.         0.66666667 0.
 0.         0.         0.         0.42857143]","[0.81818182 0.         0.92307692 0.         0.36363636 0.
 0.         0.         0.         0.54545455]"
305,5.0,21.0,325.0,0.29,"[0.8        0.         0.21428571 0.         0.6        0.
 0.         0.         0.         0.46153846]","[0.72727273 0.         0.92307692 0.         0.27272727 0.
 0.         0.         0.         0.54545455]"
306,5.0,21.0,330.0,0.3,"[0.8        0.         0.2        0.         0.66666667 0.
 0.         0.         0.         0.5       ]","[0.72727273 0.         0.92307692 0.         0.36363636 0.
 0.         0.         0.         0.54545455]"
307,5.0,21.0,335.0,0.28,"[0.8        0.         0.1875     0.         0.57142857 0.
 0.         0.         0.         0.36363636]","[0.72727273 0.         0.92307692 0.         0.36363636 0.
 0.         0.         0.         0.36363636]"
308,5.0,21.0,340.0,0.24,"[0.71428571 0.         0.16438356 0.         0.5        0.
 0.         0.         0.         0.33333333]","[0.45454545 0.         0.92307692 0.         0.27272727 0.
 0.         0.         0.         0.36363636]"
309,5.0,21.0,345.0,0.24,"[0.71428571 0.         0.16438356 0.         0.5        0.
 0.         0.         0.         0.33333333]","[0.45454545 0.         0.92307692 0.         0.27272727 0.
 0.         0.         0.         0.36363636]"
310,5.0,21.0,350.0,0.21,"[0.66666667 0.         0.15384615 0.         0.5        0.
 0.         0.         0.         0.22222222]","[0.36363636 0.         0.92307692 0.         0.27272727 0.
 0.         0.         0.         0.18181818]"
311,5.0,21.0,355.0,0.2,"[0.66666667 0.         0.15294118 0.         0.66666667 0.
 0.         0.         0.         0.16666667]","[0.36363636 0.         1.         0.         0.18181818 0.
 0.         0.         0.         0.09090909]"
312,5.0,21.0,360.0,0.2,"[0.66666667 0.         0.14444444 0.         0.66666667 0.
 0.         0.         0.         1.        ]","[0.36363636 0.         1.         0.         0.18181818 0.
 0.         0.         0.         0.09090909]"
313,5.0,21.0,365.0,0.18,"[0.8        0.         0.14130435 0.         0.5        0.
 0.         0.         0.         0.        ]","[0.36363636 0.         1.         0.         0.09090909 0.
 0.         0.         0.         0.        ]"
314,5.0,21.0,370.0,0.16,"[0.75       0.         0.13684211 0.         0.         0.
 0.         0.         0.         0.        ]","[0.27272727 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
315,5.0,21.0,375.0,0.16,"[0.6        0.         0.13829787 0.         0.         0.
 0.         0.         0.         0.        ]","[0.27272727 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
316,5.0,21.0,380.0,0.15,"[0.5        0.         0.13684211 0.         0.         0.
 0.         0.         0.         0.        ]","[0.18181818 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
317,5.0,21.0,385.0,0.15,"[0.66666667 0.         0.13541667 0.         0.         0.
 0.         0.         0.         0.        ]","[0.18181818 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
318,5.0,21.0,390.0,0.14,"[0.5        0.         0.13265306 0.         0.         0.
 0.         0.         0.         0.        ]","[0.09090909 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
319,5.0,21.0,395.0,0.13,"[0.         0.         0.13131313 0.         0.         0.
 0.         0.         0.         0.        ]",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
320,5.0,21.0,1.0,0.82,"[0.73333333 0.90909091 1.         0.7        0.90909091 0.83333333
 0.72727273 0.7        0.85714286 0.875     ]","[1.         1.         0.91666667 0.7        0.90909091 0.625
 0.8        0.77777778 0.75       0.63636364]"
321,5.0,21.0,5.0,0.75,"[0.61111111 0.83333333 0.71428571 0.625      1.         0.71428571
 0.875      0.66666667 0.85714286 0.77777778]","[1.         1.         0.83333333 0.5        0.72727273 0.625
 0.7        0.66666667 0.75       0.63636364]"
322,5.0,21.0,10.0,0.75,"[0.6875     0.71428571 0.83333333 0.6        0.875      0.83333333
 0.875      0.85714286 0.85714286 0.58333333]","[1.         1.         0.83333333 0.6        0.63636364 0.625
 0.7        0.66666667 0.75       0.63636364]"
323,5.0,21.0,15.0,0.77,"[0.78571429 0.71428571 0.78571429 0.6        1.         1.
 0.88888889 0.77777778 0.85714286 0.58333333]","[1.         1.         0.91666667 0.6        0.63636364 0.5
 0.8        0.77777778 0.75       0.63636364]"
324,5.0,21.0,20.0,0.76,"[0.78571429 0.58823529 0.78571429 0.6        1.         1.
 0.88888889 0.77777778 0.85714286 0.7       ]","[1.         1.         0.91666667 0.6        0.63636364 0.375
 0.8        0.77777778 0.75       0.63636364]"
325,5.0,21.0,25.0,0.74,"[0.78571429 0.45454545 0.84615385 0.55555556 1.         1.
 1.         0.7        0.83333333 0.875     ]","[1.         1.         0.91666667 0.5        0.72727273 0.375
 0.7        0.77777778 0.625      0.63636364]"
326,5.0,21.0,30.0,0.69,"[0.78571429 0.43478261 0.83333333 0.5        1.         1.
 1.         0.66666667 0.66666667 0.63636364]","[1.         1.         0.83333333 0.4        0.63636364 0.375
 0.7        0.66666667 0.5        0.63636364]"
327,5.0,21.0,35.0,0.71,"[0.78571429 0.41666667 0.84615385 0.57142857 1.         1.
 1.         0.75       1.         0.58333333]","[1.         1.         0.91666667 0.4        0.72727273 0.375
 0.7        0.66666667 0.5        0.63636364]"
328,5.0,21.0,40.0,0.69,"[0.78571429 0.4        0.84615385 0.57142857 1.         1.
 1.         0.66666667 1.         0.58333333]","[1.         1.         0.91666667 0.4        0.63636364 0.25
 0.7        0.66666667 0.5        0.63636364]"
329,5.0,21.0,45.0,0.68,"[0.78571429 0.43478261 0.84615385 0.57142857 1.         1.
 0.875      0.6        1.         0.53846154]","[1.         1.         0.91666667 0.4        0.63636364 0.125
 0.7        0.66666667 0.5        0.63636364]"
330,5.0,21.0,50.0,0.66,"[0.73333333 0.37037037 0.91666667 0.57142857 1.         1.
 1.         0.75       1.         0.5       ]","[1.         1.         0.91666667 0.4        0.72727273 0.125
 0.5        0.66666667 0.375      0.63636364]"
331,5.0,21.0,55.0,0.66,"[0.84615385 0.35714286 1.         0.66666667 1.         1.
 1.         0.71428571 1.         0.41176471]","[1.         1.         0.83333333 0.4        0.63636364 0.25
 0.6        0.55555556 0.5        0.63636364]"
332,5.0,21.0,60.0,0.62,"[0.84615385 0.34482759 1.         0.5        1.         0.
 1.         0.83333333 0.75       0.38888889]","[1.         1.         0.75       0.4        0.63636364 0.
 0.6        0.55555556 0.375      0.63636364]"
333,5.0,21.0,65.0,0.61,"[0.84615385 0.33333333 1.         0.42857143 1.         0.
 1.         0.83333333 1.         0.36842105]","[1.         1.         0.83333333 0.3        0.63636364 0.
 0.6        0.55555556 0.25       0.63636364]"
334,5.0,21.0,70.0,0.6,"[0.78571429 0.32258065 1.         0.42857143 1.         0.
 1.         0.83333333 1.         0.38888889]","[1.         1.         0.83333333 0.3        0.63636364 0.
 0.5        0.55555556 0.25       0.63636364]"
335,5.0,21.0,75.0,0.6,"[0.78571429 0.32258065 1.         0.42857143 1.         0.
 1.         0.75       0.66666667 0.4375    ]","[1.         1.         0.75       0.3        0.63636364 0.
 0.5        0.66666667 0.25       0.63636364]"
336,5.0,21.0,80.0,0.58,"[0.76923077 0.3125     1.         0.42857143 1.         0.
 1.         0.85714286 0.66666667 0.38888889]","[0.90909091 1.         0.66666667 0.3        0.63636364 0.
 0.5        0.66666667 0.25       0.63636364]"
337,5.0,21.0,85.0,0.55,"[0.76923077 0.29411765 1.         0.42857143 1.         0.
 1.         0.85714286 0.         0.36842105]","[0.90909091 1.         0.66666667 0.3        0.54545455 0.
 0.5        0.66666667 0.         0.63636364]"
338,5.0,21.0,90.0,0.55,"[0.76923077 0.29411765 1.         0.42857143 1.         0.
 1.         0.75       0.         0.38888889]","[0.90909091 1.         0.66666667 0.3        0.63636364 0.
 0.4        0.66666667 0.         0.63636364]"
339,5.0,21.0,95.0,0.53,"[0.83333333 0.28571429 1.         0.33333333 1.         0.
 1.         0.71428571 0.         0.35      ]","[0.90909091 1.         0.66666667 0.2        0.63636364 0.
 0.4        0.55555556 0.         0.63636364]"
340,5.0,21.0,100.0,0.53,"[0.83333333 0.28571429 1.         0.33333333 1.         0.
 0.8        0.71428571 0.         0.36842105]","[0.90909091 1.         0.66666667 0.2        0.63636364 0.
 0.4        0.55555556 0.         0.63636364]"
341,5.0,21.0,105.0,0.51,"[0.83333333 0.28571429 1.         0.33333333 1.         0.
 0.75       0.8        0.         0.31818182]","[0.90909091 1.         0.66666667 0.2        0.63636364 0.
 0.3        0.44444444 0.         0.63636364]"
342,5.0,21.0,110.0,0.5,"[0.83333333 0.28571429 1.         0.33333333 1.         0.
 0.75       0.8        0.         0.30434783]","[0.90909091 1.         0.66666667 0.2        0.54545455 0.
 0.3        0.44444444 0.         0.63636364]"
343,5.0,21.0,115.0,0.5,"[0.83333333 0.28571429 1.         0.33333333 1.         0.
 0.75       0.75       0.         0.30434783]","[0.90909091 1.         0.66666667 0.2        0.63636364 0.
 0.3        0.33333333 0.         0.63636364]"
344,5.0,21.0,120.0,0.52,"[0.83333333 0.28571429 1.         0.33333333 1.         0.
 0.8        0.8        0.         0.33333333]","[0.90909091 1.         0.66666667 0.2        0.63636364 0.
 0.4        0.44444444 0.         0.63636364]"
345,5.0,21.0,125.0,0.49,"[0.83333333 0.27027027 1.         0.33333333 1.         0.
 1.         0.8        0.         0.30434783]","[0.90909091 1.         0.66666667 0.2        0.54545455 0.
 0.2        0.44444444 0.         0.63636364]"
346,5.0,21.0,130.0,0.5,"[0.83333333 0.27777778 1.         0.33333333 1.         0.
 1.         0.8        0.         0.29166667]","[0.90909091 1.         0.75       0.2        0.54545455 0.
 0.2        0.44444444 0.         0.63636364]"
347,5.0,21.0,135.0,0.48,"[0.83333333 0.27027027 1.         0.33333333 1.         0.
 1.         0.8        0.         0.25      ]","[0.90909091 1.         0.75       0.2        0.54545455 0.
 0.1        0.44444444 0.         0.54545455]"
348,5.0,21.0,140.0,0.48,"[0.83333333 0.26315789 1.         0.33333333 1.         0.
 1.         0.8        0.         0.26086957]","[0.90909091 1.         0.75       0.2        0.54545455 0.
 0.1        0.44444444 0.         0.54545455]"
349,5.0,21.0,145.0,0.48,"[0.83333333 0.26315789 1.         0.33333333 0.85714286 0.
 1.         0.75       0.         0.27272727]","[0.90909091 1.         0.75       0.2        0.54545455 0.
 0.2        0.33333333 0.         0.54545455]"
350,5.0,21.0,150.0,0.46,"[0.83333333 0.25641026 1.         0.33333333 1.         0.
 1.         0.75       0.         0.25      ]","[0.90909091 1.         0.66666667 0.2        0.54545455 0.
 0.1        0.33333333 0.         0.54545455]"
351,5.0,21.0,155.0,0.46,"[0.83333333 0.25       1.         0.2        1.         0.
 1.         0.8        0.         0.26086957]","[0.90909091 1.         0.66666667 0.1        0.54545455 0.
 0.1        0.44444444 0.         0.54545455]"
352,5.0,21.0,160.0,0.44,"[0.83333333 0.24390244 1.         0.2        0.85714286 0.
 1.         1.         0.         0.25      ]","[0.90909091 1.         0.58333333 0.1        0.54545455 0.
 0.1        0.33333333 0.         0.54545455]"
353,5.0,21.0,165.0,0.42,"[0.81818182 0.25       1.         0.2        0.75       0.
 1.         0.66666667 0.         0.24      ]","[0.81818182 1.         0.58333333 0.1        0.54545455 0.
 0.1        0.22222222 0.         0.54545455]"
354,5.0,21.0,170.0,0.42,"[0.9        0.24390244 1.         0.25       0.83333333 0.
 1.         0.66666667 0.         0.25      ]","[0.81818182 1.         0.58333333 0.1        0.45454545 0.
 0.1        0.22222222 0.         0.63636364]"
355,5.0,21.0,175.0,0.42,"[0.9        0.25       1.         0.25       0.71428571 0.
 1.         0.66666667 0.         0.25      ]","[0.81818182 1.         0.58333333 0.1        0.45454545 0.
 0.1        0.22222222 0.         0.63636364]"
356,5.0,21.0,180.0,0.45,"[0.9        0.25       1.         0.5        0.85714286 0.
 1.         1.         0.         0.25      ]","[0.81818182 1.         0.66666667 0.2        0.54545455 0.
 0.1        0.22222222 0.         0.63636364]"
357,5.0,21.0,185.0,0.43,"[0.9        0.23255814 1.         0.         1.         0.
 1.         1.         0.         0.22222222]","[0.81818182 1.         0.75       0.         0.54545455 0.
 0.1        0.22222222 0.         0.54545455]"
358,5.0,21.0,190.0,0.42,"[0.88888889 0.22727273 1.         0.         0.85714286 0.
 1.         1.         0.         0.25925926]","[0.72727273 1.         0.66666667 0.         0.54545455 0.
 0.1        0.22222222 0.         0.63636364]"
359,5.0,21.0,195.0,0.41,"[0.88888889 0.22222222 1.         0.         0.85714286 0.
 1.         1.         0.         0.25925926]","[0.72727273 1.         0.58333333 0.         0.54545455 0.
 0.1        0.22222222 0.         0.63636364]"
360,5.0,21.0,200.0,0.41,"[0.88888889 0.22222222 1.         0.         0.85714286 0.
 1.         1.         0.         0.26923077]","[0.72727273 1.         0.58333333 0.         0.54545455 0.
 0.1        0.22222222 0.         0.63636364]"
361,5.0,21.0,205.0,0.41,"[0.88888889 0.22727273 1.         0.         0.85714286 0.
 1.         1.         0.         0.25925926]","[0.72727273 1.         0.58333333 0.         0.54545455 0.
 0.1        0.22222222 0.         0.63636364]"
362,5.0,21.0,210.0,0.41,"[0.88888889 0.2173913  1.         0.         0.85714286 0.
 1.         1.         0.         0.26923077]","[0.72727273 1.         0.58333333 0.         0.54545455 0.
 0.1        0.22222222 0.         0.63636364]"
363,5.0,21.0,215.0,0.4,"[0.88888889 0.21276596 1.         0.         0.85714286 0.
 0.         1.         0.         0.25925926]","[0.72727273 1.         0.58333333 0.         0.54545455 0.
 0.         0.22222222 0.         0.63636364]"
364,5.0,21.0,220.0,0.4,"[0.88888889 0.20833333 1.         0.         0.85714286 0.
 0.         1.         0.         0.25925926]","[0.72727273 1.         0.58333333 0.         0.54545455 0.
 0.         0.22222222 0.         0.63636364]"
365,5.0,21.0,225.0,0.4,"[0.88888889 0.20833333 1.         0.         0.85714286 0.
 0.         1.         0.         0.25925926]","[0.72727273 1.         0.58333333 0.         0.54545455 0.
 0.         0.22222222 0.         0.63636364]"
366,5.0,21.0,230.0,0.39,"[0.88888889 0.20833333 1.         0.         0.85714286 0.
 0.         1.         0.         0.22222222]","[0.72727273 1.         0.58333333 0.         0.54545455 0.
 0.         0.22222222 0.         0.54545455]"
