,Epsilon,Guarda,Tiempo,Iteraciones,Diferencia
408,1e-08,vector_delta,754695533.0,11851.0,1.3035356475113967e-10
409,1e-09,vector_delta,924130111.0,13517.0,1.020942739019242e-10
410,1.0,eigen_value,534304426.0,5611.0,0.0014063237298388978
411,0.1,eigen_value,711061071.0,7515.0,1.6644892682803012e-05
412,0.01,eigen_value,922139848.0,9363.0,2.415097501022696e-06
413,0.001,eigen_value,1041816090.0,11219.0,2.2788020719696936e-06
414,0.0001,eigen_value,1210926674.0,12913.0,2.277442920589706e-06
415,1e-05,eigen_value,1342710773.0,14555.0,1.3115219263723888e-10
416,1e-06,eigen_value,1497937086.0,16022.0,1.6474926177087976e-10
417,1e-07,eigen_value,1597854310.0,17362.0,1.0322930845308061e-10
418,1e-08,eigen_value,1702363986.0,18593.0,1.0408732430220585e-10
419,1e-09,eigen_value,1799889216.0,19633.0,1.2937493113331176e-10
420,1.0,vector_delta,290077917.0,4449.0,19179.80527958167
421,0.1,vector_delta,341541667.0,5330.0,3619.79119392884
422,0.01,vector_delta,151975009.0,2230.0,56.42288002757676
423,0.001,vector_delta,167816837.0,2522.0,0.5764170562758771
424,0.0001,vector_delta,270476219.0,4126.0,0.006183988807375664
425,1e-05,vector_delta,361742210.0,5636.0,5.991477553978441e-05
426,1e-06,vector_delta,459356528.0,7196.0,5.883238035409022e-07
427,1e-07,vector_delta,562280211.0,8859.0,5.936577087695127e-09
428,1e-08,vector_delta,651501969.0,10213.0,1.8231131271306823e-10
429,1e-09,vector_delta,737085682.0,11686.0,1.8303148330289787e-10
430,1.0,eigen_value,470383845.0,5023.0,0.0012518014934396237
431,0.1,eigen_value,608299689.0,6548.0,1.7207957739096004e-05
432,0.01,eigen_value,729335500.0,7849.0,1.1182316515423452e-07
433,0.001,eigen_value,883325879.0,9519.0,1.26779576170577e-09
434,0.0001,eigen_value,1022814532.0,10945.0,2.0908577980094379e-10
435,1e-05,eigen_value,1132851113.0,12240.0,2.0082511271724002e-08
436,1e-06,eigen_value,1250752807.0,13567.0,1.989431908100414e-10
437,1e-07,eigen_value,1370694928.0,14884.0,2.0177369108864697e-10
438,1e-08,eigen_value,1494122348.0,15965.0,2.9416439950580296e-10
439,1e-09,eigen_value,1590831242.0,16988.0,2.0188683613753255e-10
440,1.0,vector_delta,316067567.0,4651.0,17223.20848564231
441,0.1,vector_delta,320196186.0,4421.0,3217.355383413984
442,0.01,vector_delta,153658705.0,2258.0,221.29852447378485
443,0.001,vector_delta,191485460.0,2852.0,0.6871206723152525
444,0.0001,vector_delta,297778998.0,4366.0,0.006139814477778583
445,1e-05,vector_delta,404291713.0,5887.0,5.838279774140753e-05
446,1e-06,vector_delta,470872489.0,7317.0,5.775230273408205e-07
447,1e-07,vector_delta,604145436.0,9037.0,5.778968401592977e-09
448,1e-08,vector_delta,669797434.0,10549.0,9.809274725824935e-11
449,1e-09,vector_delta,801213946.0,11965.0,5.44816629588496e-10
450,1.0,eigen_value,500487794.0,5232.0,0.014509311199893585
451,0.1,eigen_value,624439962.0,6652.0,9.911622707110545e-06
452,0.01,eigen_value,776109715.0,8322.0,2.055430921910073e-07
453,0.001,eigen_value,922159956.0,9944.0,1.6142522962780959e-09
454,0.0001,eigen_value,1066591221.0,11367.0,1.6432054827930641e-10
455,1e-05,eigen_value,1190058178.0,12838.0,1.6663507240721743e-10
456,1e-06,eigen_value,1340690117.0,14162.0,7.878789176629652e-11
457,1e-07,eigen_value,1423945460.0,15302.0,1.6244170675250303e-10
458,1e-08,eigen_value,1587147422.0,16480.0,4.351786397904789e-10
459,1e-09,eigen_value,1828158905.0,17869.0,1.2538527771610574e-10
460,1.0,vector_delta,420392818.0,4689.0,15170.27623328815
461,0.1,vector_delta,232224508.0,3384.0,3616.7428189355337
462,0.01,vector_delta,166844854.0,2238.0,332.67469013003245
463,0.001,vector_delta,206518342.0,2900.0,56.1383493704052
464,0.0001,vector_delta,350565889.0,4687.0,0.00794421379634791
465,1e-05,vector_delta,432508159.0,6394.0,7.688657538105658e-05
466,1e-06,vector_delta,581426100.0,7904.0,7.302246464568895e-07
467,1e-07,vector_delta,641906531.0,9603.0,1.0000673089649581e-08
468,1e-08,vector_delta,865248548.0,11495.0,1.5782066338232425e-08
469,1e-09,vector_delta,1046247692.0,12657.0,3.015328852384869e-08
470,1.0,eigen_value,734063532.0,5681.0,0.0009890694265180322
471,0.1,eigen_value,969046925.0,7152.0,3.500725866096843e-05
472,0.01,eigen_value,920799368.0,8806.0,4.9034835679862e-07
473,0.001,eigen_value,1139041945.0,10387.0,6.525699369142046e-07
474,0.0001,eigen_value,1236805480.0,12046.0,3.6211096343663486e-10
475,1e-05,eigen_value,1513113752.0,13353.0,7.175417745131086e-07
476,1e-06,eigen_value,1441589633.0,14510.0,8.269303819474771e-10
477,1e-07,eigen_value,1503752050.0,15670.0,7.076051709020703e-09
478,1e-08,eigen_value,1590908890.0,16673.0,3.6327135966018886e-09
479,1e-09,eigen_value,1732918514.0,17734.0,8.16178518547872e-09
480,1.0,vector_delta,357569411.0,5443.0,16490.103293192216
481,0.1,vector_delta,372337524.0,5630.0,2744.309434912764
482,0.01,vector_delta,93490292.0,1272.0,293.35528158994873
483,0.001,vector_delta,184263539.0,2564.0,34.240698423356115
484,0.0001,vector_delta,278350093.0,4153.0,0.007324390260936937
485,1e-05,vector_delta,367676036.0,5520.0,6.871404235958778e-05
486,1e-06,vector_delta,456514916.0,7019.0,6.744116590340355e-07
487,1e-07,vector_delta,550545162.0,8619.0,6.72995859929415e-09
488,1e-08,vector_delta,651468061.0,10086.0,1.302615970644183e-10
489,1e-09,vector_delta,779030846.0,11575.0,1.48761500895489e-10
490,1.0,eigen_value,467212305.0,4944.0,0.0017134615839226085
491,0.1,eigen_value,603622563.0,6438.0,9.01306601932106e-06
492,0.01,eigen_value,763406469.0,7851.0,1.0545969836073255e-07
493,0.001,eigen_value,898974316.0,9519.0,1.1231244201326262e-09
494,0.0001,eigen_value,1024046169.0,10986.0,1.323126497254634e-10
495,1e-05,eigen_value,1171323549.0,12376.0,1.6689519100054895e-10
496,1e-06,eigen_value,1280451645.0,13796.0,1.6322040607974486e-10
497,1e-07,eigen_value,1357385765.0,14708.0,1.2924509462663992e-10
498,1e-08,eigen_value,1485352461.0,16095.0,1.5154789423377225e-10
499,1e-09,eigen_value,1717054930.0,17453.0,1.4869421249841252e-10
500,1.0,vector_delta,354219436.0,5360.0,17515.14757898101
501,0.1,vector_delta,362967537.0,5357.0,3363.1215467638995
502,0.01,vector_delta,160771346.0,2366.0,166.97670006964802
503,0.001,vector_delta,192524224.0,2769.0,0.4355892240028837
504,0.0001,vector_delta,265933949.0,3887.0,0.004722750354029084
505,1e-05,vector_delta,357122944.0,5332.0,4.046509356891548e-05
506,1e-06,vector_delta,447049741.0,6767.0,3.8761714585611176e-07
507,1e-07,vector_delta,548526202.0,8151.0,3.906240055862043e-09
508,1e-08,vector_delta,636803694.0,9734.0,1.4755478172645554e-10
509,1e-09,vector_delta,747479561.0,11345.0,1.0514444870324269e-10
510,1.0,eigen_value,462451218.0,4744.0,0.02429460409255471
511,0.1,eigen_value,596639055.0,6313.0,1.2211830522308453e-05
512,0.01,eigen_value,708626417.0,7532.0,5.692681769486896e-07
513,0.001,eigen_value,849540159.0,9132.0,1.3268108034480974e-09
514,0.0001,eigen_value,1006858159.0,10607.0,1.2262518556127588e-10
515,1e-05,eigen_value,1103381475.0,11855.0,1.4418060523269104e-10
516,1e-06,eigen_value,1235643936.0,13311.0,1.0823286711314495e-10
517,1e-07,eigen_value,1360340858.0,14635.0,1.2644025382257951e-10
518,1e-08,eigen_value,1495371863.0,16123.0,1.2333278842646678e-10
519,1e-09,eigen_value,1645215322.0,17698.0,1.2422826767277684e-10
520,1.0,vector_delta,380146823.0,5892.0,20181.81034816516
521,0.1,vector_delta,291272806.0,4474.0,2428.618227563684
522,0.01,vector_delta,162194546.0,2363.0,54.728339958671924
523,0.001,vector_delta,171220316.0,2549.0,0.4368663396575776
524,0.0001,vector_delta,260388437.0,3926.0,0.0035543460214433067
525,1e-05,vector_delta,347996377.0,5347.0,3.4417174329588464e-05
526,1e-06,vector_delta,443195804.0,6907.0,3.3762088256672486e-07
527,1e-07,vector_delta,533083393.0,8357.0,3.6289310489934222e-09
528,1e-08,vector_delta,634350502.0,9950.0,1.415518191549836e-10
529,1e-09,vector_delta,706530794.0,11154.0,1.286059614358237e-10
530,1.0,eigen_value,436054195.0,4620.0,0.005214951050386665
531,0.1,eigen_value,566517973.0,6050.0,6.423613840481402e-05
532,0.01,eigen_value,697133446.0,7492.0,2.9238306257006743e-07
533,0.001,eigen_value,847057879.0,9063.0,2.4990518365797243e-09
534,0.0001,eigen_value,973528250.0,10480.0,1.5246661710932585e-10
535,1e-05,eigen_value,1113594163.0,11956.0,1.0865780275537418e-10
536,1e-06,eigen_value,1229249682.0,13248.0,1.2885783107208225e-10
537,1e-07,eigen_value,1377131160.0,14879.0,1.270637195460722e-10
538,1e-08,eigen_value,1521513742.0,16448.0,8.965370668079232e-11
539,1e-09,eigen_value,1638229388.0,17745.0,1.0858053123286026e-10
540,1.0,vector_delta,292709516.0,4504.0,21011.366265032702
541,0.1,vector_delta,361379190.0,5608.0,2229.5455698415
542,0.01,vector_delta,155566706.0,2315.0,83.02817125694564
543,0.001,vector_delta,238766377.0,3636.0,0.497013757400608
544,0.0001,vector_delta,268195203.0,4113.0,0.004712641794942174
545,1e-05,vector_delta,375561821.0,5825.0,4.7124752857890665e-05
546,1e-06,vector_delta,464703114.0,7315.0,4.735929600825639e-07
547,1e-07,vector_delta,550108753.0,8628.0,4.628660262365192e-09
548,1e-08,vector_delta,646030515.0,10164.0,1.7721491496480724e-10
549,1e-09,vector_delta,740615114.0,11640.0,1.604106772412628e-10
550,1.0,eigen_value,471425108.0,4999.0,0.0010482565648446123
551,0.1,eigen_value,623732301.0,6547.0,0.0004252539151327305
552,0.01,eigen_value,761901479.0,8036.0,1.0801895616689705e-07
553,0.001,eigen_value,898142120.0,9452.0,9.778212717304057e-10
554,0.0001,eigen_value,1034863123.0,10965.0,1.8862836084765355e-10
555,1e-05,eigen_value,1176478781.0,12603.0,1.7769710453086063e-10
556,1e-06,eigen_value,1296038343.0,13966.0,1.252362009235286e-10
557,1e-07,eigen_value,1418432686.0,15289.0,1.6439298984594063e-10
558,1e-08,eigen_value,1563921591.0,16672.0,1.994515797659746e-10
559,1e-09,eigen_value,1666966693.0,17859.0,1.840225604538004e-10
560,1.0,vector_delta,307742684.0,4745.0,17242.042393337575
561,0.1,vector_delta,285547847.0,4381.0,3249.889304326631
562,0.01,vector_delta,96366570.0,1372.0,605.0198147861397
563,0.001,vector_delta,175432374.0,2647.0,0.7507445267510674
564,0.0001,vector_delta,275522697.0,4270.0,0.007706079713652372
565,1e-05,vector_delta,401310747.0,6204.0,7.691928161605688e-05
566,1e-06,vector_delta,486025559.0,7592.0,6.294422967485503e-06
567,1e-07,vector_delta,585411763.0,9119.0,0.0005814774284352353
568,1e-08,vector_delta,675167420.0,10649.0,0.0005814663729796621
569,1e-09,vector_delta,744458360.0,11777.0,0.0003995487385677876
570,1.0,eigen_value,528200160.0,5651.0,0.001372223843802587
571,0.1,eigen_value,644345984.0,6922.0,0.00011306397690532322
572,0.01,eigen_value,762010677.0,8153.0,1.401580631466004e-07
573,0.001,eigen_value,901476722.0,9668.0,0.001874500869974014
574,0.0001,eigen_value,1033058591.0,11090.0,0.0005581328310510969
575,1e-05,eigen_value,1142034588.0,12325.0,0.0002950386984833386
576,1e-06,eigen_value,1265672071.0,13679.0,0.00013352837129914974
577,1e-07,eigen_value,1374334736.0,14892.0,0.0001983869727222043
578,1e-08,eigen_value,1489510481.0,16192.0,1.1735294936698891e-06
579,1e-09,eigen_value,1605811678.0,17390.0,9.003046130828807e-09
580,1.0,vector_delta,353372014.0,5510.0,24067.831756560037
581,0.1,vector_delta,342284670.0,5344.0,2278.1818487387463
582,0.01,vector_delta,160464110.0,2411.0,270.69553246289166
583,0.001,vector_delta,179990857.0,2727.0,0.7050330362449675
584,0.0001,vector_delta,274249184.0,4235.0,0.0064083932422229675
585,1e-05,vector_delta,379440030.0,5899.0,6.566706349140362e-05
586,1e-06,vector_delta,469822698.0,7347.0,6.334297755294926e-07
587,1e-07,vector_delta,562371162.0,8855.0,8.930625945424708e-09
588,1e-08,vector_delta,652447499.0,10250.0,9.569627845706918e-09
589,1e-09,vector_delta,728479285.0,11561.0,9.814623371795505e-09
590,1.0,eigen_value,476176573.0,5081.0,0.002713641038417229
591,0.1,eigen_value,617521315.0,6654.0,3.2783800213973536e-05
592,0.01,eigen_value,769034867.0,8265.0,2.426675418298885e-07
593,0.001,eigen_value,884884467.0,9578.0,3.002588004008544e-08
594,0.0001,eigen_value,1026929696.0,11021.0,2.1522027182641067e-09
595,1e-05,eigen_value,1126906392.0,12213.0,3.2927458093467974e-10
596,1e-06,eigen_value,1233960952.0,13430.0,6.318154177620272e-10
597,1e-07,eigen_value,1331679292.0,14542.0,2.784090806784434e-09
598,1e-08,eigen_value,1475377124.0,15828.0,1.0354465374007304e-09
599,1e-09,eigen_value,1575425588.0,17228.0,1.0128090366379184e-10
600,1.0,vector_delta,348652011.0,5448.0,18099.508921647226
601,0.1,vector_delta,302426206.0,4346.0,3557.525086616135
602,0.01,vector_delta,151877645.0,2200.0,228.66722299665918
603,0.001,vector_delta,177069694.0,2625.0,0.4783165090160641
604,0.0001,vector_delta,268352281.0,4125.0,0.0048063861550341255
605,1e-05,vector_delta,360859794.0,5642.0,4.896965116312657e-05
606,1e-06,vector_delta,465226979.0,7254.0,4.769249972369494e-07
607,1e-07,vector_delta,559443766.0,8818.0,4.829674864481604e-09
608,1e-08,vector_delta,646352411.0,10238.0,1.2967117157813846e-10
609,1e-09,vector_delta,735963720.0,11670.0,1.5851744805672752e-10
610,1.0,eigen_value,471232268.0,5030.0,0.0012862365703592716
611,0.1,eigen_value,617550344.0,6642.0,1.6349443605676585e-05
612,0.01,eigen_value,745020473.0,8007.0,1.3910584273801873e-07
613,0.001,eigen_value,901283560.0,9730.0,1.2236371560447878e-09
614,0.0001,eigen_value,1014346243.0,11023.0,1.4927724834024047e-10
615,1e-05,eigen_value,1153745715.0,12533.0,1.3998599612818907e-10
616,1e-06,eigen_value,1279750031.0,13880.0,1.7910005922772142e-10
617,1e-07,eigen_value,1440065531.0,15094.0,1.597697441013679e-10
618,1e-08,eigen_value,1510374172.0,16387.0,1.7851954581260544e-10
619,1e-09,eigen_value,1621777406.0,17563.0,1.3791161990184264e-10
620,1.0,vector_delta,293295630.0,4550.0,20762.71479919365
621,0.1,vector_delta,302500287.0,4676.0,3556.868867267638
622,0.01,vector_delta,94681408.0,1356.0,411.1084703093209
623,0.001,vector_delta,182232570.0,2762.0,0.49759752167372395
624,0.0001,vector_delta,274488825.0,4203.0,0.00516666714008494
625,1e-05,vector_delta,374712351.0,5786.0,5.667173053609531e-05
626,1e-06,vector_delta,475128750.0,7414.0,5.592864445347345e-07
627,1e-07,vector_delta,581411159.0,9068.0,5.6293362149517635e-09
628,1e-08,vector_delta,676282638.0,10629.0,1.3130101450542496e-10
629,1e-09,vector_delta,772306462.0,12071.0,1.1211600536853438e-10
630,1.0,eigen_value,475039750.0,5079.0,0.0016591231254559702
631,0.1,eigen_value,616225095.0,6578.0,1.704817307054185e-05
632,0.01,eigen_value,797176254.0,8566.0,1.8790463858664454e-07
633,0.001,eigen_value,911978534.0,9674.0,1.8609065932650993e-09
634,0.0001,eigen_value,1092805694.0,11540.0,1.2983296215907104e-10
635,1e-05,eigen_value,1184757384.0,12876.0,7.697114057236832e-11
636,1e-06,eigen_value,1317944271.0,14378.0,7.664784362759747e-11
637,1e-07,eigen_value,1437500161.0,15635.0,9.568555725536498e-11
638,1e-08,eigen_value,1539841157.0,16731.0,9.408964274371101e-11
639,1e-09,eigen_value,1654201042.0,18103.0,1.1321109383288786e-10
640,1.0,vector_delta,387235389.0,5897.0,19464.076857845004
641,0.1,vector_delta,376101548.0,5785.0,3104.449677110987
642,0.01,vector_delta,150684928.0,2216.0,127.9258318613987
643,0.001,vector_delta,193050105.0,2866.0,0.5567114416631996
644,0.0001,vector_delta,282737643.0,4335.0,0.005173904789245061
645,1e-05,vector_delta,383818850.0,5828.0,5.11416510069651e-05
646,1e-06,vector_delta,456502712.0,7042.0,5.116474038224794e-07
647,1e-07,vector_delta,549343077.0,8602.0,5.12613549830121e-09
648,1e-08,vector_delta,653488908.0,10259.0,1.6662802693190316e-10
649,1e-09,vector_delta,738631215.0,11585.0,1.3216650884828597e-10
650,1.0,eigen_value,460118418.0,4862.0,0.0009351240072706445
651,0.1,eigen_value,606340458.0,6412.0,7.600435419981011e-06
652,0.01,eigen_value,740586108.0,7921.0,7.522343464572146e-08
653,0.001,eigen_value,894568863.0,9580.0,2.3940475912809233e-09
654,0.0001,eigen_value,1102291598.0,10869.0,1.3617617256045377e-10
655,1e-05,eigen_value,1134770649.0,12222.0,1.300172769447272e-10
656,1e-06,eigen_value,1252100857.0,13576.0,1.337675570312058e-10
657,1e-07,eigen_value,1414385693.0,14962.0,1.6582948347831916e-10
658,1e-08,eigen_value,1530851468.0,16398.0,1.2970076568308285e-10
659,1e-09,eigen_value,1623603038.0,17382.0,1.339712696335482e-10
660,1.0,vector_delta,369792631.0,5785.0,21057.100453808704
661,0.1,vector_delta,345051469.0,5352.0,3231.5067786032664
662,0.01,vector_delta,98050952.0,1389.0,42.36199106243247
663,0.001,vector_delta,171105250.0,2538.0,0.41807296820597273
664,0.0001,vector_delta,290274397.0,4366.0,0.025690874670538974
665,1e-05,vector_delta,392032865.0,6096.0,0.008247838122787812
666,1e-06,vector_delta,469638917.0,7340.0,0.008211647681252715
667,1e-07,vector_delta,550070450.0,8607.0,0.18062898481241751
668,1e-08,vector_delta,633755554.0,9945.0,0.18062897558840255
669,1e-09,vector_delta,731060524.0,11505.0,0.003289742052717699
670,1.0,eigen_value,540296332.0,5501.0,0.10961992420341858
671,0.1,eigen_value,643986809.0,6727.0,0.1089787054079727
672,0.01,eigen_value,753854888.0,8010.0,1.0349192602276436
673,0.001,eigen_value,873314907.0,9329.0,0.15956753479522987
674,0.0001,eigen_value,975127170.0,10641.0,0.09767676009618065
675,1e-05,eigen_value,1095097161.0,11948.0,0.04344671061621377
676,1e-06,eigen_value,1218672448.0,13306.0,1.9982048991572214
677,1e-07,eigen_value,1354750249.0,14684.0,0.10484221651674645
678,1e-08,eigen_value,1455736444.0,15855.0,0.8812802054049498
679,1e-09,eigen_value,1577005654.0,17198.0,0.1354982992730588
680,1.0,vector_delta,279040993.0,4307.0,17992.720471649638
681,0.1,vector_delta,411077002.0,6362.0,2569.377003746933
682,0.01,vector_delta,99914960.0,1388.0,74.31039237555994
683,0.001,vector_delta,179353756.0,2720.0,0.5266758896140843
684,0.0001,vector_delta,278985702.0,4263.0,0.0050232830364282674
685,1e-05,vector_delta,359695356.0,5625.0,4.709671464240728e-05
686,1e-06,vector_delta,464871260.0,7304.0,4.589628704820825e-07
687,1e-07,vector_delta,582789059.0,9125.0,9.083530613906987e-08
688,1e-08,vector_delta,668101622.0,10598.0,8.760969791410389e-08
689,1e-09,vector_delta,761537257.0,12009.0,3.4773498214235586e-09
690,1.0,eigen_value,502637881.0,5381.0,0.002000326895912252
691,0.1,eigen_value,664439171.0,7049.0,2.2656435754839775e-05
692,0.01,eigen_value,766739000.0,8280.0,2.3206623168903205e-07
693,0.001,eigen_value,920265964.0,9910.0,1.2590069900397793e-07
694,0.0001,eigen_value,1005731440.0,10941.0,1.0914063182099199e-07
695,1e-05,eigen_value,1151968879.0,12556.0,7.50548878158952e-09
696,1e-06,eigen_value,1276402506.0,13923.0,4.269179058269401e-08
697,1e-07,eigen_value,1419983044.0,15462.0,5.318193325365428e-07
698,1e-08,eigen_value,1526738720.0,16603.0,2.1917715287145255e-09
699,1e-09,eigen_value,1636032807.0,17814.0,2.0250619030548476e-08
700,1.0,vector_delta,300504383.0,4653.0,20150.0451841777
701,0.1,vector_delta,344894263.0,5350.0,2784.3988677163
702,0.01,vector_delta,167094475.0,2460.0,136.29202463870067
703,0.001,vector_delta,245072209.0,3716.0,0.4553489536157359
704,0.0001,vector_delta,259507217.0,4003.0,0.003916143327116661
705,1e-05,vector_delta,352564277.0,5506.0,3.832623052512307e-05
706,1e-06,vector_delta,437612477.0,6868.0,3.7422663549391275e-07
707,1e-07,vector_delta,523721018.0,8308.0,3.831260964037852e-09
708,1e-08,vector_delta,607409299.0,9649.0,1.5881839232623207e-10
709,1e-09,vector_delta,698942695.0,11138.0,1.4403290671261005e-10
710,1.0,eigen_value,457782300.0,4897.0,0.003980382807571225
711,0.1,eigen_value,569669176.0,6146.0,1.6859550116296028e-05
712,0.01,eigen_value,714015310.0,7712.0,2.0137035824485672e-07
713,0.001,eigen_value,825170133.0,8966.0,2.4217402269655073e-09
714,0.0001,eigen_value,968697850.0,10526.0,5.553776005751132e-10
715,1e-05,eigen_value,1093284772.0,11899.0,1.8292543757514323e-10
716,1e-06,eigen_value,1223162767.0,13328.0,1.4642754397886648e-10
717,1e-07,eigen_value,1349268619.0,14706.0,1.6414139353271296e-10
718,1e-08,eigen_value,1485987849.0,16153.0,1.4511802426397935e-10
719,1e-09,eigen_value,1604337996.0,17471.0,1.4472605169846276e-10
720,1.0,vector_delta,284833874.0,4420.0,19207.041422375638
721,0.1,vector_delta,228697577.0,3483.0,3621.1404670643533
722,0.01,vector_delta,110852191.0,1574.0,223.9927722644778
723,0.001,vector_delta,201497247.0,3089.0,0.6623613550204911
724,0.0001,vector_delta,296813449.0,4635.0,0.006307090003623017
725,1e-05,vector_delta,384567098.0,6044.0,5.4074391580272166e-05
726,1e-06,vector_delta,485157213.0,7674.0,5.418038907478717e-07
727,1e-07,vector_delta,587792196.0,9314.0,5.477026832068077e-09
728,1e-08,vector_delta,688950463.0,10987.0,1.314771935767567e-10
729,1e-09,vector_delta,797423359.0,12721.0,1.312899655658839e-10
730,1.0,eigen_value,486127314.0,5225.0,0.0018576450998616422
731,0.1,eigen_value,637423451.0,6906.0,1.9687317113898928e-05
732,0.01,eigen_value,806944771.0,8778.0,1.357742007002116e-07
733,0.001,eigen_value,946667584.0,10277.0,2.7235540756009867e-09
734,0.0001,eigen_value,1075523365.0,11722.0,1.4489636157577478e-10
735,1e-05,eigen_value,1226448357.0,13355.0,1.1223626472656179e-10
736,1e-06,eigen_value,1383827801.0,15156.0,1.328763232777419e-10
737,1e-07,eigen_value,1495587191.0,16346.0,1.119169468211112e-10
738,1e-08,eigen_value,1634596571.0,17839.0,1.5306753198274237e-10
739,1e-09,eigen_value,1729666816.0,18881.0,1.3059107573099028e-10
740,1.0,vector_delta,292085768.0,4545.0,21644.442867752387
741,0.1,vector_delta,350601882.0,5347.0,3884.196511729209
742,0.01,vector_delta,155881638.0,2330.0,201.34941880403042
743,0.001,vector_delta,185689448.0,2826.0,0.9085267842486775
744,0.0001,vector_delta,292712545.0,4540.0,0.011824867237409649
745,1e-05,vector_delta,415819606.0,6470.0,0.00011581775210611767
746,1e-06,vector_delta,559521488.0,8789.0,1.252626177681293e-06
747,1e-07,vector_delta,652824817.0,10350.0,5.816377019129959e-07
748,1e-08,vector_delta,745748236.0,11842.0,1.627054517072679e-07
749,1e-09,vector_delta,839102789.0,13374.0,1.2226489830524655e-06
750,1.0,eigen_value,591669272.0,6368.0,0.0017495835690673545
751,0.1,eigen_value,748692450.0,8105.0,2.6512456245910697e-05
752,0.01,eigen_value,888876341.0,9636.0,6.10487595935183e-06
753,0.001,eigen_value,1042809619.0,11251.0,3.541613388335918e-08
754,0.0001,eigen_value,1135493823.0,12383.0,6.2304855236305915e-06
755,1e-05,eigen_value,1283372758.0,14019.0,2.0850976270025966e-08
756,1e-06,eigen_value,1394183347.0,15201.0,2.0056776815380316e-07
757,1e-07,eigen_value,1486392038.0,16172.0,5.76221868094251e-06
758,1e-08,eigen_value,1614827950.0,17548.0,1.078808519849872e-07
759,1e-09,eigen_value,1782937026.0,18675.0,8.645377216254246e-07
760,1.0,vector_delta,346949831.0,5344.0,16504.693696581027
761,0.1,vector_delta,368694017.0,5470.0,3178.6382095023805
762,0.01,vector_delta,161674376.0,2263.0,81.71329157905433
763,0.001,vector_delta,259686647.0,3746.0,0.5204158779829807
764,0.0001,vector_delta,320583108.0,4482.0,0.005661367336624043
765,1e-05,vector_delta,403691591.0,6157.0,5.474437588755946e-05
766,1e-06,vector_delta,524729723.0,7776.0,5.141018685723975e-07
767,1e-07,vector_delta,677263992.0,9316.0,1.2206819285098813e-08
768,1e-08,vector_delta,718195506.0,10943.0,8.009705988465399e-09
769,1e-09,vector_delta,850488569.0,12422.0,3.580038121120399e-08
770,1.0,eigen_value,550952372.0,5348.0,0.0016638261123296972
771,0.1,eigen_value,694799563.0,6837.0,0.0006876643683959756
772,0.01,eigen_value,869713915.0,8752.0,0.0006773692183506328
773,0.001,eigen_value,1009959282.0,10283.0,3.1236133701817436e-09
774,0.0001,eigen_value,1118930019.0,11389.0,7.412190703021127e-09
775,1e-05,eigen_value,1282957716.0,13349.0,1.463380682104054e-08
776,1e-06,eigen_value,1451516043.0,14725.0,1.8462673237462647e-10
777,1e-07,eigen_value,1563333989.0,16127.0,3.542993610994305e-10
778,1e-08,eigen_value,1693452015.0,17465.0,3.7832327146047896e-10
779,1e-09,eigen_value,1736527100.0,18757.0,1.7395079982968077e-08
780,1.0,vector_delta,299292141.0,4633.0,16627.148569028355
781,0.1,vector_delta,287727083.0,4392.0,2439.169504548286
782,0.01,vector_delta,155877045.0,2299.0,62.48858956411751
783,0.001,vector_delta,191436802.0,2805.0,0.7633055133875483
784,0.0001,vector_delta,310558224.0,4738.0,0.0069336645621926075
785,1e-05,vector_delta,440835514.0,6897.0,6.997980284061178e-05
786,1e-06,vector_delta,592061948.0,8682.0,2.5842391779384853e-06
787,1e-07,vector_delta,659357706.0,10127.0,2.5406688789617604e-05
788,1e-08,vector_delta,790825971.0,11983.0,5.307988916629647e-05
789,1e-09,vector_delta,912090911.0,13375.0,5.307985439529261e-05
790,1.0,eigen_value,582842276.0,6035.0,0.0018465870666237816
791,0.1,eigen_value,750268131.0,7882.0,1.572286995735972e-05
792,0.01,eigen_value,877079198.0,9303.0,0.00029677075831259893
793,0.001,eigen_value,1067881982.0,11341.0,2.197017610118479e-05
794,0.0001,eigen_value,1172061090.0,12593.0,2.0381569455274472e-06
795,1e-05,eigen_value,1316195056.0,14180.0,2.696845245564461e-06
796,1e-06,eigen_value,1414421540.0,15254.0,8.625604334611125e-06
797,1e-07,eigen_value,1540720737.0,16535.0,0.00459853462173335
798,1e-08,eigen_value,1667726361.0,17663.0,4.531115527228735e-08
799,1e-09,eigen_value,1733450378.0,18668.0,3.040732339698593e-08
800,1.0,vector_delta,356426846.0,5457.0,25553.022474484424
801,0.1,vector_delta,314404899.0,4811.0,3027.233715869715
802,0.01,vector_delta,95931883.0,1350.0,137.58734846640073
803,0.001,vector_delta,214339288.0,3255.0,0.9682140980424088
804,0.0001,vector_delta,334111672.0,5133.0,0.00961598499690183
805,1e-05,vector_delta,453381655.0,7036.0,9.501743965515175e-05
806,1e-06,vector_delta,567801647.0,8828.0,6.9798243440288845e-06
807,1e-07,vector_delta,688222942.0,10686.0,9.850893292195906e-09
808,1e-08,vector_delta,784901247.0,12155.0,2.707747768226909e-09
809,1e-09,vector_delta,868712599.0,13640.0,2.029563191285888e-08
810,1.0,eigen_value,554934568.0,5862.0,0.005884816626038542
811,0.1,eigen_value,720837234.0,7665.0,5.388219624265389e-05
812,0.01,eigen_value,891336169.0,9527.0,1.2011251162391545e-06
